"platform","name","rate_per_1k","cost_per_1k","min_qty","max_qty","provider","id"
"twitter","Twitter Retweets [Refill: 30 Days] [Max: 10K] [Start Time: 8 Hours] [Speed: 200-500/Day] ♻️","8.4","6","10","1000000","wizsmm","46c732c4-c8f3-4797-922a-6e26da7388eb"
"twitter","Twitter Space Listeners [120 Minutes] [Max: 50K] [Start Time: 0 - 1 Hour] [Speed: 50K/Hour]","2.415","1.725","50","5000","wizsmm","49c6ef71-9071-4fa3-bd5a-5df7fd6d483b"
"twitter","Twitter Likes [OLD DATA] [Max: 1M] [Refill: 30D] [Start Time: 0 - 1 Hr] [Speed: 100K/Day]","5.586","3.99","10","10000","wizsmm","4af7a371-c707-455f-a163-95a1bfd10719"
"twitter","Twitter Live Views [30 Minutes] [Max: 2.5K] [Start Time: 0 - 1 Hour] [Speed: 2.5K/Hour]","12.6","9","100","2500","wizsmm","4b07eb67-2a58-439d-b5f0-5779b5a1ee59"
"twitter","Twitter Poll Votes [Refill: 30D] [Max: 1M] [Start Time: 0 - 1 Hr] [Speed: 200K/Day]","0.6125","0.4375","100","1000000","wizsmm","4cbc4e57-fa80-45e9-a125-cc8321dd0825"
"twitter","Twitter Tweet Views [Refill: No Drop] [Max: 100M] [Start Time: 0 - 1 Hr] [Speed: 50K/D] 💧⛔","0.014","0.01","100","2147483647","wizsmm","4d123c3f-cd60-41bd-8145-0202f8803c01"
"twitter","Twitter Followers [Max: 500K] [Refill: 30 Days] [Start Time: 0 - 1 Hour] [Speed: 30K/Day]💧♻️","1.05","0.75","100","500000","wizsmm","4efa7c1c-dee0-48f5-bd04-b2bce93c8608"
"twitter","🇪🇬 Twitter Random Comments [Refill: 30 Days] [Max: 1K] [Start Time: 0-24 Hours] [Speed: 1K/Day]","87.5","62.5","10","1000","wizsmm","4f5dee91-3b8e-4655-a26a-e5af9e5ae4b6"
"twitter","Twitter Followers [Refill: 30D] [Max: 6M] [Start Time: 0-2 Hrs] [Speed: Up to 200K/D] 💧","7","5","10","20000","wizsmm","4f6a7243-44c8-4dad-8abd-61ff30027434"
"twitter","Twitter Space Listeners [60 Minutes] [Max: 2.5K] [Start Time: 0 - 1 Hour] [Speed: 2.5K/Hour]","6.3","4.5","100","2500","wizsmm","4fa147d6-ff4a-468a-b733-900a9d5d9460"
"twitter","Twitter Likes [Max: 1K] [Refill: 30 Days] [Start Time: 0 - 1 Hr] [Speed: 1K/D] 💧","4.725","3.375","10","5000","wizsmm","50fa315f-86da-426e-af94-db59d7ee4877"
"twitter","Twitter Video Views [ARAB] [Refill: 30 Days] [Max: 1M] [Start Time: 0-1 Hour] [Speed: 1M/Day] 💧 ♻️","0.315","0.225","250","50000000","wizsmm","510898fc-d471-4345-854a-e3faa23a847d"
"twitter","🇮🇳Twitter Video Views [INDIA] [Refill: 30 Days] [Max: 1M] [Start Time: 0-1 Hour] [Speed: 1M/Day] 💧 ♻️","0.315","0.225","250","50000000","wizsmm","5142822c-a3dc-4de1-98f5-f1d93b0bb4ac"
"twitter","Twitter Followers [Refill: 30D] [Max: 100K] [Start Time: 0-2 Hrs] [Speed: 10K/D] 💧⛔♻️","7.35","5.25","10","20000","wizsmm","5221a8d1-a831-4799-adae-1e08cfc96cdc"
"twitter","Twitter Followers [Max: 500K] [Refill: 15D] [Start Time: 0 - 1 Hour] [Speed: 3K/Day] 💧⛔️♻️","19.25","13.75","100","500000","wizsmm","52ea03eb-f2f6-400b-aa14-126027d22a46"
"twitter","Romania Traffic from Twitter","0.6125","0.4375","500","1000000","wizsmm","54434f2f-cdfc-4edf-9cf5-d835d6389e24"
"twitter","Portugal Traffic from Twitter","0.6125","0.4375","500","1000000","wizsmm","554973f6-660c-482a-a7bc-45c0aced5b2c"
"twitter","🇩🇪Germany Traffic from Twitter [Refill: No] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.245","0.175","88","88888888","wizsmm","55c72a1e-108b-43f5-bdb9-6799e2d36235"
"twitter","Twitter Comments [NFT Accounts] [RANDOM] [Max: 200] [Refill: 100 Days] [Start Time: 1 Hour] [Speed: 200/Day]","95.76","68.4","10","200","wizsmm","56f04a62-ce0f-4a30-a4db-4c6cff5b7558"
"twitter","Twitter Likes [Max: 10K] [Refill: 30] [Start Time: 0 - 1 Hour] [Speed: 10K/Day]","3.4125","2.4375","10","2500","wizsmm","56fbd9e3-037b-4f37-95e4-144588f50e1b"
"twitter","Twitter Followers [Refill: 7D] [Max: 100K] [Start Time: 0-1 Hrs] [Speed: Up to 100K/D] 💧♻️","5.8118","4.1513","100","100000","wizsmm","57a75a6c-7166-40b1-8f05-777f1fe9a8d8"
"twitter","Twitter Likes [Refill: 30 Days] [Max: 60K] [Start Time: 1 Hour] [Speed: 100/Day] 💧 ♻️","12.25","8.75","50","60000","wizsmm","58702e79-b3db-438d-a34d-e5f42785e632"
"twitter","Twitter Followers [Refill: 7D] [Max: 10K] [Start Time: 0-3 Hrs] [Speed: 5K/D] 💧♻️","0.875","0.625","10","1000000","wizsmm","59178490-51c3-48a4-ad42-a1a3353fbead"
"twitter","Twitter Followers [Refill: 30D] [Max: 1K] [Start Time: 0-1 Hrs] [Speed: Up to 1K/D] 💧♻️","7.875","5.625","10","20000","wizsmm","59a30b20-82e5-451e-bc42-6b1c4a8df20c"
"twitter","🇸🇬Singapore Traffic from Twitter [No Refill] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.6125","0.4375","500","1000000","wizsmm","5b7806f3-d387-4db5-b165-262387e08810"
"twitter","Twitter Impression [Refill: 45 Days] [Max: 100M] [Start Time: 0-1 Hour] [Speed: 10M/Day] 💧 ♻️","0.035","0.025","100","100000000","wizsmm","5bc50e19-d4d1-41d0-8f38-64602f62e00b"
"twitter","Twitter Likes [Max: 50K] [Refill: No] [Start Time: 0 - 1 Hour] [Speed: 20K/Day] 🛑","2.6992","1.928","10","50000","wizsmm","5d2a392a-0953-42b9-a726-a2f429ba6297"
"twitter","Twitter Mentions [TWEET RETWEETERS] [Max: 1K] [Refill: No] [Start Time: 24 - 72 Hours] [Speed: 1K/Day]","3.2375","2.3125","100","5000","wizsmm","5e12cc0d-1895-4436-9feb-ab267bbfa7df"
"twitter","🇺🇸 Twitter USA Followers [Refill: No] [Max: 1M] [Start Time: 0 - 1 Hr] [Speed: 200K/Day] 💧","1.015","0.725","100","1000000","wizsmm","5f3656ab-74b7-452b-af1f-c095b829d69b"
"twitter","Twitter Followers [Max: 1M] [Refill: 30D] [Start Time: 0 - 1 Hour] [Speed: Up to 50K/Day] 💧⛔️","6.65","4.75","100","200000","wizsmm","5f5b8bc1-77f9-427e-999d-0a3d2d6d0a00"
"twitter","Twitter Followers [Refill:  30D] [Max: 6M] [Start Time: 0-2 Hrs] [Speed: Up to 2K/D] 💧","14","10","10","3000","wizsmm","6162abaa-76a3-4694-b98f-7bfbd2806f5f"
"twitter","Twitter Followers [Refill: No] [Max: 200K] [Start Time: 0-2 Hrs] [Speed: Up to 100K/D] 💧","1.05","0.75","100","50000","wizsmm","61a42de0-4be4-45ca-ae88-5518bb9018ce"
"twitter","🇨🇿Czech Republic Traffic from Twitter [No Refill] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.6125","0.4375","500","1000000","wizsmm","621ecf08-14ce-44e9-88ec-6c55a23a11f3"
"twitter","Twitter Followers [Refill: 7D] [Max: 2.5K] [Start Time: 0-2 Hours] [Speed: 2.5K/Day] 💧","0.525","0.375","10","2500","wizsmm","6294e46d-3aef-4835-a81b-bbde76dc2ea2"
"twitter","Twitter Details Click [Refill: 45 Days] [Max: 100M] [Start Time: 0-1 Hour] [Speed: 100M/Day] 💧","0.035","0.025","100","100000000","wizsmm","62d019a9-eb4f-4a31-ba8e-7f68900d03e5"
"twitter","Twitter Tweet Views [Refill: No Drop] [Max: 500M] [Start Time: 0 - 1 Hr] [Speed: 1M/Day]","0.0088","0.0063","100","100000000","wizsmm","63dab067-bf8a-45f1-8c99-736f2d5949b3"
"twitter","Twitter Retweets [HQ] [Refill: No] [Max: 5K] [Start Time: 0 - 2 Hours] [Speed: 2K/Day] ⛔💧","5.8118","4.1513","10","40000","wizsmm","6461d25c-8598-49f8-afcc-4abcc8be156c"
"twitter","🇬🇧Twitter Comments [CUSTOM] [UK] [Refill: No] [Max: 100] [Start Time: 0-12 Hours] [Speed: 100/Day]","70","50","10","250","wizsmm","6472ffcd-95a7-486e-93f7-9648849b92a6"
"twitter","Twitter Followers [Refill: 30D] [Max: 1M] [Start Time: 0 - 1 Hr] [Speed: 200K/Day] 💧♻️","21","15","100","1000000","wizsmm","64f29332-6d3b-47d0-bfca-5922cd0ff021"
"twitter","Twitter Followers [Refill: 15D] [Max: 100K] [Start Time: 0-1 Hrs] [Speed: Up to 100K/D] 💧♻️","7.371","5.265","100","100000","wizsmm","6586e9bd-769e-416a-a8a9-bdb4c25867e2"
"twitter","🇸🇦Twitter Followers [Refill: 30D] [Max: 10K] [Start Time: 0-3 Hrs] [Speed: 500/D] 💧","22.75","16.25","10","50000","wizsmm","6598a5aa-3782-41d3-8e31-aac4ead37b74"
"twitter","🇹🇷 Twitter Followers [Turkey] [Refill: No] [Max: 10K] [Start Time: 0-3 Hrs] [Speed: 5K/D] 💧","1.1375","0.8125","10","1000000","wizsmm","659a9767-3989-4c9a-9e56-6e77d325d8b9"
"twitter","Twitter Video Views [Refill: No Drop] [Max: 100M] [Start Time: 5 Minutes] [Speed: 100M/Day]","0.014","0.01","50","100000000","wizsmm","687fe59d-d1a0-4249-ad51-5832d9550804"
"twitter","🇪🇬 Twitter Custom Comments [Refill: 30 Days] [Max: 1K] [Start Time: 0-24 Hours] [Speed: 1K/Day]","87.5","62.5","10","1000","wizsmm","69d0a791-d2a0-4d81-9bc0-56b7d78cee63"
"twitter","Twitter Likes [Max: 10M] [NO REFILL] [Start Time: 0 - 1 Hours] [Speed 1K/Day]","0.35","0.25","10","20000","wizsmm","6a24afa2-88ad-46f1-a105-31e47c5157c0"
"twitter","Twitter Retweets [Refill: No] [Max: 5K] [Start Time: 0-1 Hrs] [Speed: Up to 5K/D] 💧","1.386","0.99","100","5000","wizsmm","6bf5f0c2-5e10-4ba3-963c-fc0a03032c07"
"twitter","Twitter Asia Followers [JAPAN / KOREA / HK] [Refill: 15D] [Max: 50K] [Start Time: 0 - 3 Hours] [Speed: 5K/Day]  ⛔💧♻️","39.375","28.125","100","50000","wizsmm","6c24fadf-7750-4b65-a433-81fe5ede109e"
"twitter","Twitter Followers [CRYPTO - HQ] [2K Package] [Refill: No] [Start Time: 0 - 24 Hours] [Speed: 0 - 72 Hours to Complete]","175","125","1","1","wizsmm","6d828c0a-64dd-40f1-87af-91b97fac3add"
"twitter","Twitter Retweets [No Drop] [Max: 6M] [Refill: 10D] [Start Time: 0 - 1 Hour] [Speed: 50/D] 💧","8.4","6","10","10000","wizsmm","6f9459d3-9171-4418-bd78-a40dca527505"
"twitter","Twitter Followers [Max: 500K] [Refill: 30D] [Start Time: 0 - 1 Hour] [Speed: 3K/Day] 💧⛔️♻️","23.625","16.875","100","500000","wizsmm","714d6ea1-4d98-464b-a179-91893190c33a"
"twitter","Twitter Likes [HQ] [Refill: 30D] [Max: 50K] [Start Time: 0-1 Hrs] [Speed: Up to 20K/D] 💧⛔️♻️","2.73","1.95","100","20000","wizsmm","715a5536-4ef6-49f6-b36f-c9da9fb05118"
"twitter","Twitter Followers [NFT] [Refill: 7D] [Max: 2.5K] [Start Time: 0-2 Hours] [Speed: 2.5K/Day] 💧","0.875","0.625","10","2500","wizsmm","718505de-c44a-40cc-8ac4-d8e942fed9cd"
"twitter","Twitter Followers [JP 🇯🇵] [Refill: No] [Max: 10K] [Start Time: 0-1 Hrs] [Speed: Up to 10K/D] 💧","6.3","4.5","100","10000","wizsmm","72605ea9-86cb-4ae7-8945-06b12762698a"
"twitter","Twitter Followers [Refill: 30D] [Max: 20K] [Start Time: 0-2 Hrs] [Speed: Up to 10K/D] ⛔💧♻️","7.28","5.2","10","20000","wizsmm","72b17025-a4b1-40d3-b750-bcd400f3a8dc"
"twitter","Turkey Traffic from Twitter [LQ]","0.238","0.17","88","88888888","wizsmm","018192cf-fe4a-4c99-a89a-ea24614a1cd1"
"twitter","Twitter Likes [Refill: No] [Max: 200K] [Start Time: 0 - 2 Hrs] [Speed: Up to 100K/Day] 💧","1.4438","1.0313","10","15000","wizsmm","72dbc1bc-159e-4f58-b9df-ff4abcaebde0"
"twitter","Twitter Live Views [15 Minutes] [Max: 2.5K] [Start Time: 0 - 1 Hour] [Speed: 2.5K/Hour]","6.3","4.5","100","2500","wizsmm","7445f143-ec62-48d6-92c6-a229e8c998a9"
"twitter","🇧🇷Brazil Traffic from Twitter [Refill: No] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.245","0.175","88","88888888","wizsmm","74a1fc1f-16f6-481f-a75d-ab319ecff682"
"twitter","🇯🇵Twitter Comments [RANDOM] [JAPAN] [Refill: No] [Max: 100] [Start Time: 0-12 Hours] [Speed: 100/Day]","52.5","37.5","10","250","wizsmm","74b6a7d7-285a-437f-94e6-b6c7addeac2e"
"twitter","Twitter Followers [Refill: No] [Max: 6M] [Start Time: 0-2 Hrs] [Speed: Up to 200K/D] 💧","1.4742","1.053","100","50000","wizsmm","74e28f6d-4f8d-428c-92e7-0ab2bc48a07f"
"twitter","🇵🇱Poland Traffic from Twitter [No Refill] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.6125","0.4375","500","1000000","wizsmm","74f16e76-45d5-4972-84c9-bbfa1e009575"
"twitter","Twitter [ARAB] [100 Retweets 200 Likes 25 Comments] [PACKAGE HQ] [24 Hours Delivery]","5.25","3.75","1","1","wizsmm","75009a40-b0e8-486b-8f7e-d04cbebcf7a5"
"twitter","Twitter Impression [Refill: 30 Days] [Max: 10M] [Start Time: 0-1 Hour] [Speed: 10M/Day] 💧 ♻️","0.2421","0.1729","100","50000000","wizsmm","750e3111-2bb4-497a-966d-9f6ba292990d"
"twitter","Twitter Likes [Refill: No] [Max: 1K] [Start Time: 0-1 Hrs] [Speed: Up to 1K/D] 💧","1.512","1.08","10","1000","wizsmm","7641aaba-49a0-48b1-bcbd-28b8a9d1e3c1"
"twitter","Twitter Space Listeners [90 Minutes] [Max: 20K] [Start Time: 0 - 1 Hour] [Speed: 2K/Hour]","1.1735","0.8382","50","10001","wizsmm","79780b4e-2e70-45a8-b8f4-6c7c7873db97"
"twitter","Twitter Retweets [Refill: No] [Max: 10K] [Start Time: 0-1 Hrs] [Speed: Up to 10K/D] 💧","1.5593","1.1138","100","10000","wizsmm","7a95eeab-0a81-40f1-8338-7b8a06a09fdb"
"twitter","Twitter Bookmarks [Refill: No] [Max: 250] [Start Time: 0-1 Hour] [Speed: 250/Day] 💧","14","10","100","100000","wizsmm","7b41dc8f-8c77-469c-81fc-1657aa8e9946"
"twitter","Twitter Followers [HQ] [Refill: No] [Max: 5K] [Start Time: 0 - 2 Hours] [Speed: 2K/Day] ⛔💧","10.8846","7.7747","10","10000","wizsmm","7ba705ed-c138-408a-8a59-481fa2bddc78"
"twitter","Twitter Impression + Profile Visits + Engagement [Refill: No] [Max: 100M] [Start Time: 0-1 Hr] [Speed: 10M/D] 💧","0.07","0.05","100","2147483647","wizsmm","7ced7a17-e402-4991-af29-504bc334c5da"
"twitter","Twitter Followers [NFT Female] [Max: 100K] [Refill: No] [Start Time: 0 - 1 Hour] [Speed: 3K/Day] ⛔","14.875","10.625","100","100000","wizsmm","7e2537be-37fd-4618-aa9b-127eac3d2cb0"
"twitter","Twitter Followers [Refill: No] [Max: 50K] [Start Time: 0-2 Hrs] [Speed: Up to 15K/D] 💧","8.7325","6.2375","10","50000","wizsmm","805c6a97-f6a4-4d19-a0be-74a0c81f9ffb"
"twitter","Twitter Profile Click [Refill: 45 Days] [Max: 100M] [Start Time: 0-1 Hour] [Speed: 100M/Day] 💧","0.035","0.025","100","100000000","wizsmm","80dbfbcc-43af-46b7-b19d-e8c9d75b6ec8"
"twitter","Twitter Live Views [60 Minutes] [Max: 2.5K] [Start Time: 0 - 1 Hour] [Speed: 2.5K/Hour]","25.2","18","100","2500","wizsmm","81016807-137d-48b2-9d59-a63a86b1554b"
"twitter","Twitter Followers Package [10K] [ASIA/AFRICA] [NON DROP] [Start Time: 0 - 12 Hr] [Speed: 1K/D]","490","350","1","1","wizsmm","817fa26c-7c31-4868-a760-0d78d76b6838"
"twitter","Twitter Likes [Refill: No] [Max: 15K] [Start Time: 0 - 1 Hr] [Speed: 15K/Day] 💧","3.325","2.375","10","10000","wizsmm","838e3129-47dc-48d0-8594-fd82b415af5e"
"twitter","🇨🇳 Twitter Comments [CUSTOM] [CHINA] [Refill: No] [Max: 1K] [Start Time: 0-12 Hours] [Speed: 1K/Day]","43.75","31.25","3","1000","wizsmm","83df569a-c81f-4209-ae95-f29f6db95562"
"twitter","Twitter Followers [HQ] [Max: 500K] [Refill: 30D] [Start Time: 0 - 1 Hour] [Speed: 15K/Day] 💧","10.4825","7.4875","10","50000","wizsmm","840ef11d-b98d-47e5-9eea-a64b1f6b06fb"
"twitter","Twitter Likes [Refill: 30D] [Max: 50K] [Start Time: 0-2 Hrs] [Speed: Up to 15K/D] 💧♻️","5.25","3.75","10","10000","wizsmm","860b0418-b966-4d49-93c1-4d51846a0a5e"
"twitter","Twitter Followers [Refill: No] [Max: 100K] [Start Time: 0-1 Hrs] [Speed: Up to 50K/D] 💧","2.079","1.485","100","100000","wizsmm","86ea55d2-81db-4ff8-9e55-c1207c1f2845"
"twitter","🇺🇦Ukraine Traffic from Twitter [No Refill] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.6125","0.4375","500","1000000","wizsmm","874dcf1a-f3b0-4e88-a4a4-381cd7096f6b"
"twitter","Twitter Likes [Refill: 7D] [Max: 2.5K] [Start Time: 0-2 Hours] [Speed: 2.5K/Day] 💧","0.385","0.275","10","2500","wizsmm","8752810a-3329-489b-958c-62753c644991"
"twitter","Twitter Hashtag Click [Refill: 30 Days] [Max: 10M] [Start Time: 0-1 Hour] [Speed: 10M/Day] 💧 ♻️","0.2793","0.1995","100","100000000","wizsmm","87ede69c-b890-475c-b031-9c71c68d46ef"
"twitter","🇹🇷 Twitter Followers [Turkey] [Refill: 15D] [Max: 10K] [Start Time: 0-3 Hrs] [Speed: 5K/D] 💧♻️","1.4","1","10","1000000","wizsmm","89027c3b-3db1-4f34-b604-636861b56bc6"
"twitter","Twitter Video Views [Refill: 30 Days] [Max: 10M] [Start Time: 0-1 Hour] [Speed: 10M/Day] 💧 ♻️","0.133","0.095","100","50000000","wizsmm","89508651-e3a0-4d76-b8d6-41217ab9d895"
"twitter","🇬🇧Twitter [UK] [100 Retweets 200 Likes 25 Comments] [PACKAGE HQ] [Speed: 24 Hours Delivery]","5.25","3.75","1","1","wizsmm","8ac0e4fc-325f-41e4-ad94-f8553607ee07"
"twitter","Website Traffic From Twitter [WW] [Refill: No] [Max: 1M] [Start Time: 0 - 12 Hour] [Speed: 50K/Day] 💧","0.245","0.175","88","88888888","wizsmm","8b1b9172-edbb-47fe-a548-6031f2d179bf"
"twitter","Twitter Followers [Refill: 10D] [Max: 50K] [Start Time: 0-2 Hrs] [Speed: Up to 10K/D] ⛔💧♻️","5.46","3.9","10","20000","wizsmm","8bd197ec-aebd-4181-839b-5d4024c50fa1"
"twitter","Twitter Tweet Views [Refill: No Drop] [Max: 50M] [Start Time: 0 - 1 Hours] [Speed: 5M/Day]","0.014","0.01","100","1000000","wizsmm","8d25f43f-2bf7-4c58-b4d0-edcb118697b6"
"twitter","🇺🇸Twitter [USA] [100 Retweets 200 Likes 25 Comments] [PACKAGE HQ] [Speed: 24 Hours Delivery]","5.25","3.75","1","1","wizsmm","8e571828-37f1-48e8-a40e-fe3a4528bb13"
"twitter","Twitter Followers [Max: 50K] [Refill: No] [Start Time: 0 - 1 Hour] [Speed: 50K/Day]","25.5892","18.278","100","100000","wizsmm","8ea5c980-e94a-4872-bb09-604ade377061"
"twitter","Twitter Video Views + Impressions + Profile Clicks [Refill: No] [Max: 50M] [Start Time: 0 - 1 Hours] [Speed: 10M/Day]","0.028","0.02","100","100000000","wizsmm","8ef709b0-86ea-41b2-8b16-278966946742"
"twitter","🇺🇸 Twitter Comments [USA - Random] [Max: 150] [Refill: 100 Days] [Start Time: 0 - 4 Hours] [Speed: 150/Day]","43.225","30.875","5","5000","wizsmm","91084fa7-e400-4089-b8cf-4cf491fecb62"
"twitter","🇮🇳India Traffic from Twitter [Refill: No] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.245","0.175","88","88888888","wizsmm","937166af-a04e-4b5a-b8a5-b25edc232687"
"twitter","Twitter Retweets [USA 🇺🇸] [Refill: No] [Max: 5K] [Start Time: 0-1 Hrs] [Speed: Up to 5K/D] 💧","4.725","3.375","100","5000","wizsmm","96837007-12e2-4949-93c8-27f711e4f2bc"
"twitter","Twitter Comments [CUSTOM] [ARAB] [Refill: No] [Max: 100] [Start Time: 0-12 Hours] [Speed: 100/Day]","70","50","10","250","wizsmm","99d3fe7e-ee18-4e4e-ab35-504f8b2e2f26"
"twitter","🇺🇸Twitter Comments [USA] [SUPER QUALITY] [Refill: No] [Max: 250] [Start Time: 0-1 Hour] [Speed: 250/Day]⚡️ 💧","52.5","37.5","10","250","wizsmm","9ae15d3b-dd1e-4ad7-8eaa-8bf30e072641"
"twitter","🇲🇽Mexico Traffic from Twitter [No Refill] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.6125","0.4375","500","1000000","wizsmm","9ae1b759-299c-458f-82dd-64f14fae36a6"
"twitter","Twitter Followers [JP 🇯🇵] [Refill: 15D] [Max: 100K] [Start Time: 0-1 Hrs] [Speed: Up to 100K/D] 💧♻️","15.75","11.25","100","100000","wizsmm","9bfb4948-a3fa-4e1b-b53e-417d4d7be6e9"
"twitter","Twitter Tweet Views [Refill: No Drop] [Max: 50M] [Start Time: 0 - 1 Hours] [Speed: 1M/Day]","0.0067","0.0048","100","50000000","wizsmm","9c31ae12-f5ed-4bb5-9785-5a907576aec2"
"twitter","Twitter Retweets [Max: 5k] [NO Refill ] [Start Time: 0 - 1 Hour] [Speed: 1k/D] 💧","0.35","0.25","100","1000","wizsmm","9cf902dd-4666-4b01-b339-b5ff3689bbea"
"twitter","🇷🇺Russia Traffic from Twitter [No Refill] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.6125","0.4375","500","1000000","wizsmm","9cfded7f-a75f-4087-a26b-1c1b597edc59"
"twitter","Twitter Followers [Through Ads] [Refill:No] [Start Time: 1 - 24 Hr] [Speed: 3K/Day]","77.9625","55.6875","3000","40000","wizsmm","9d88778d-7c2a-4953-9c60-66830d93550d"
"twitter","Twitter Followers [Less Drop] [Refill: 30D] [Max: 6M] [Start Time: 0-2 Hrs] [Speed: Up to 200K/D] 💧","14","10","10","3000","wizsmm","9ff147eb-53ec-403a-9949-9d60bcc6e860"
"twitter","🇧🇷Twitter Comments [CUSTOM] [BRAZIL] [Refill: No] [Max: 100] [Start Time: 0-12 Hours] [Speed: 100/Day]","70","50","10","250","wizsmm","a04c557c-3c4a-4466-95a3-595d8407ac03"
"twitter","Twitter Space Listeners [15 Minutes] [Max: 2.5K] [Start Time: 0 - 1 Hour] [Speed: 2.5K/Hour]","1.575","1.125","100","2500","wizsmm","a06e6fb1-f0d6-4f74-a60c-95adccc0b820"
"twitter","Twitter Followers [Refill: 30D] [Max: 100K] [Start Time: 0-1 Hrs] [Speed: Up to 100K/D] 💧⛔♻️","7.875","5.625","10","20000","wizsmm","a0f15b45-6458-4704-aaf1-a6b8ce2b81e6"
"twitter","Twitter Tweet Views [Refill: No Drop] [Max: 100M] [Start Time: 0 - 1 Hours] [Speed: 5M/Day]","0.007","0.005","100","100000000","wizsmm","a19d1d47-41d1-456c-af8d-88f55ef8294c"
"twitter","Twitter Followers [Refill: No] [Max: 20K] [Start Time: 0-1 Hrs] [Speed: Up to 20K/D] 💧","1.0238","0.7313","100","20000","wizsmm","a1f6ac18-8eca-4c69-a167-c03b91c34d40"
"twitter","Twitter Details Click [Refill: No] [Max: 100M] [Start Time: 0-1 Hour] [Speed: 10M/Day] 💧","0.056","0.04","100","100000000","wizsmm","a23b8dc7-4feb-4c32-bd9e-230ee5505102"
"twitter","Twitter Comments [RANDOM] [Refill: No] [Max: 1M] [Start Time: 0-1 Hr] [Speed: 10K/D]","43.75","31.25","25","10000","wizsmm","a30265b8-2ee1-4b97-805f-948b7476c88a"
"twitter","Twitter Followers [JP 🇯🇵] [Refill: No] [Max: 100K] [Start Time: 0-1 Hrs] [Speed: Up to 100K/D] 💧","7.875","5.625","100","25000","wizsmm","a3af24ec-9494-48a0-93a2-720e17aaa32d"
"twitter","Twitter Likes [Max: 50K] [Refill: No][Start Time: 0 - 1 Hr] [Speed: Up to 20K/D] 💧","5.25","3.75","10","5000","wizsmm","a4ba79fc-b0dc-4092-ad0f-c52af6022ce1"
"twitter","Twitter Retweets [Refill: No] [Max 50K] [Start Time: 0 - 1 Hour] [Speed: 10K/Day]","2.3436","1.674","100","100000","wizsmm","a58e5a0a-f4a1-4331-9cfc-1c00ed0d16ad"
"twitter","Twitter Video Views [Refill: No Drop] [Max: 10M] [Start Time: 0 - 1 Hr] [Speed: 10M/Day]","0.007","0.005","100","100000000","wizsmm","a636f1b0-496b-4083-995e-ae4e3e5a96c2"
"twitter","Twitter Mentions [TWEET LIKERS] [Max: 1K] [Refill: No] [Start Time: 24 - 72 Hours] [Speed: 1K/Day]","8.75","6.25","100","5000","wizsmm","a811d005-e4e2-44c3-834c-91db876ca9e2"
"twitter","🇹🇷Twitter Followers [Refill: 30D] [Max: 10K] [Start Time: 0 - 1 Hr] [Speed: 500/Day] 💧♻️","22.75","16.25","10","50000","wizsmm","a9080e0b-641b-46c2-a694-29cf6ed49c06"
"twitter","Twitter Single Person Mention [Custom List] [Start Time: 0 - 1 Hour] [Speed: 1K/Day]","26.25","18.75","20","50000","wizsmm","aa0baecb-ec3f-4d98-80d3-0d0ebbfa5323"
"twitter","Twitter Retweets [ARAB] [Refill: No] [Max: 1K] [Start Time: 12 Hours] [Speed: 1K/Day]","16.892","12.0657","50","1000","wizsmm","aa18b683-5cf3-429c-980b-c1116a382e6c"
"twitter","Twitter Followers [Refill: 30D] [Max: 100K] [Start Time: 0-1 Hrs] [Speed: Up to 100K/D] 💧♻️","10.395","7.425","100","100000","wizsmm","ab74a2c6-7fa1-4e61-8c6c-483532b8e8db"
"twitter","🇳🇬🇬🇭Twitter Followers [NIGERIA &amp; GHANA] [LOW DROP] [Refill: No] [Max: 2K] [Start Time: 10-30 Mins] [Speed: 24 Hours Delivery]","67.2","48","100","5000","wizsmm","ac2806ff-67e8-41de-bd6a-91ffd5c5ba7b"
"twitter","Twitter Media Views [Refill: No Drop] [Max: 100M] [Start Time: 15 Minutes] [Speed: 10M/Day]","0.035","0.025","100","100000000","wizsmm","ad8749f6-f05e-49c3-904c-e952915fae56"
"twitter","Twitter Space Listeners [60 Minutes] [Max: 20K] [Start Time: 0 - 1 Hour] [Speed: 2K/Hour]","0.8225","0.5875","50","10001","wizsmm","ae0b9821-0e71-4c47-a328-bfd53a706a95"
"twitter","Twitter Likes [JP 🇯🇵]  [Refill: No] [Max: 5K] [Start Time: 0-1 Hrs] [Speed: Up to 5K/D] 💧","3.9375","2.8125","10","5000","wizsmm","ae1c5946-a223-412f-bcb9-bc5cf5a9475a"
