"platform","name","rate_per_1k","cost_per_1k","min_qty","max_qty","provider","id"
"facebook","🇺🇸USA Traffic from Facebook [Refill: No] [Max: 1M] [Start Time: 0 - 12 Hours] [Speed: 10K/Day]💧","0.245","0.175","88","88888888","wizsmm","a47f63a8-b342-4cb2-bef4-233094242e80"
"facebook","Facebook Post Reaction [HaHa] [Germany] [Max:500] [Refill: 30 Days] [Start Time: 0 - 1 Hour] [Speed:100/Day]","18.0908","12.922","10","500","wizsmm","a5b87c87-9cd8-4468-8f21-244a6dc5de56"
"facebook","Facebook Post Reaction [Angry] [EU] [Max:1K] [Refill: 30 Days] [Start Time: 0 - 6 Hour] [Speed:200/Day]","18.0908","12.922","10","1000","wizsmm","a6e88815-7df0-4157-a251-f1044e69a010"
"facebook","🇪🇬 Facebook Profile Followers [EGYPT] [NO REFILL] [Max: 10K] [Start Time: 0-24 Hours] [Speed: 5K/Day]","2.6806","1.9147","1000","5000","wizsmm","a8c5ad93-d0ed-4a4e-83ea-0adb47a95962"
"facebook","Facebook Post Likes [Germany] [Max:400] [Refill: 30 Days] [Start Time: 1-12 Hour] [Speed:200/Day]","18.0908","12.922","10","500","wizsmm","a9b5e941-4345-4c0c-92da-699a201458c4"
"facebook","Facebook Post Reaction [HaHa] [France] [Max:500] [Refill: 30 Days] [Start Time: 0 - 1 Hour] [Speed:100/Day]","18.0908","12.922","10","500","wizsmm","ab00d445-1961-4e22-a6ff-0cff0302f0fb"
"facebook","Facebook Post Likes [France] [Max:500] [Refill: 30 Days] [Start Time: 1-12 Hour] [Speed:200/Day]","18.0908","12.922","10","500","wizsmm","ac813809-50e2-43b2-8906-7078666ce9eb"
"facebook","Facebook Page Likes [EU] [Max:8K] [Refill: 30 Days] [Start Time: 1-12 Hour] [Speed:150/Day]","18.0908","12.922","10","8000","wizsmm","ad938b2e-dd34-495a-adc8-3f65729ee414"
"facebook","🇪🇬 Facebook Page Rating + Custom Comments [5⭐] [Max: 1k] [Refill: Lifetime] [Start Time: 48 Hours] [Speed: 500/Day]","13.16","9.4","50","10000","wizsmm","add288db-0cb4-434e-b4d5-a14baae32227"
"facebook","Facebook Post Reaction [Love] [EU] [Max:1K] [Refill: 30 Days] [Start Time: 0 - 6 Hour] [Speed:200/Day]","18.0908","12.922","10","1000","wizsmm","ae240cbe-7464-41e6-828a-497d3bbf210f"
"facebook","🇺🇸 Facebook Post Likes [USA] [ANGRY 😡] ] [Max: 500K] [Refill: 30D] [Start Time: 0 - 1 Hr] [Speed: Up to 50K/D] 💧","2.975","2.125","10","500000","wizsmm","aec430ee-b628-49bf-96e1-3c648dfdc281"
"facebook","🇪🇬 Facebook Post Likes [SAD] [EGYPT] [Refill: Lifetime] [Max: 1.5K] [Start Time: 0-24 Hours] [Speed: Up to 1K/Day]","2.625","1.875","250","200000","wizsmm","af2d8e8d-3361-456c-94c7-ca22e585f37e"
"facebook","Egypt Traffic from Facebook [12H - 10K/Day]","0.665","0.475","500","1000000","wizsmm","b150fac9-0960-4ba8-8255-5eabf45802d4"
"facebook","🇹🇼 Facebook Share [TAIWAN] [Max: 5K] [Refill: 30 Days] [Start Time: 12-24 Hour] [Speed: 100/Day]","15.925","11.375","10","350","wizsmm","b2e566b1-c3ef-471e-a7d0-d1796b9c579b"
"facebook","🇺🇸Facebook Post Reaction [Love] [USA] [Max:3K] [Refill: 30 Days] [Start Time: 0 - 1 Hour] [Speed: 300/Day]","18.0908","12.922","10","3000","wizsmm","b3b3983d-dfcd-4987-844d-6c8d6a53dfac"
"facebook","🇮🇹 Facebook Post Reaction [HaHa] [ITALY] [Max:500] [Refill: 30 Days] [Start Time: 0 - 6 Hour] [Speed:200/Day]","15.925","11.375","10","500","wizsmm","b4b1d0d2-3e15-429b-b341-7e2cb0bc2794"
"facebook","🇹🇼 Facebook Post Reaction [Love] [TAIWAN] [Max: 350] [Refill: 30 Days] [Start Time: 0 - 1 Hour] [Speed: 300/Day]","15.925","11.375","25","350","wizsmm","b61b350a-3e9f-4d63-b187-21b2457f6ff3"
"facebook","Facebook Post Reaction [Care] [EU] [Max:1K] [Refill: 30 Days] [Start Time: 0 - 6 Hour] [Speed:200/Day]","18.0908","12.922","10","1000","wizsmm","b874f9ce-3fdd-4b97-a7ba-059c0f82fbbd"
"facebook","🇧🇷 Facebook Post Reactions [WoW😲]  [Max: 500] [Refill: 15D] [Start Time: 0 - 2 Hrs] [Speed: 500/D]","5.25","3.75","25","3000","wizsmm","bb898823-74dd-42e3-b7c3-84a6d7948afc"
"facebook","🇹🇼 Facebook Post Reaction [SAD] [TAIWAN] [Max: 350] [Refill: 30 Days] [Start Time: 0 - 1 Hour] [Speed: 300/Day]","15.925","11.375","10","350","wizsmm","bc5b5c9b-50e9-458d-bc9e-535edfa09a3a"
"facebook","🇹🇼 Facebook Group Member [TAIWAN] [Max: 350] [Refill: 30 Days] [Start Time: 1-12 Hour] [Speed: 200/Day]","15.925","11.375","10","350","wizsmm","bd0c4c90-b94f-47d3-b5c8-4fc5dd04655d"
"facebook","🇹🇭 Facebook Post Likes 😮 [THAILAND] [Max: 500K] [Refill: 15D] [Start Time: 0-2 Hrs] [Speed: Up to 2K/D] 💧","1.5137","1.0812","100","1000000","wizsmm","be20a955-2184-4ccd-baf7-5930d7b6008b"
"facebook","🇺🇸Facebook Post Likes [USA] [Refill: 10 Days] [Max: 1K] [Start Time: 0-4 Hours] [Speed: 1K/Day] ♻️","2.52","1.8","100","1000","wizsmm","beaffa02-e63e-4a79-8ed8-7cf3144bbdc5"
"facebook","🇹🇭 Facebook Post Likes [HAHA 😁] [THAILAND] [Max: 5K] [Refill: No] [Start Time: 0-2 Hrs] [Speed: Up to 5K/D] 💧","2.1986","1.5704","50","10000","wizsmm","c20f409d-e039-4248-849d-d6211f5eda44"
"facebook","🇪🇬 Facebook Post Likes [WOW] [EGYPT] [Refill: Lifetime] [Max: 1.5K] [Start Time: 0-24 Hours] [Speed: Up to 1K/Day]","2.625","1.875","250","200000","wizsmm","c27b0731-14f8-4619-9abc-fa8b1a1316da"
"facebook","🇹🇭 Facebook Profile Followers [THAILAND] [Max: 10K] [Refill: No] [Start Time: 0-2 Hrs] [Speed: Up to 3K/D] 💧","4.397","3.1407","10","100000","wizsmm","c2da8041-dd20-4b44-adf4-c6ccc9f5cdb5"
"facebook","🇻🇳Vietnam Traffic from Facebook [No Refill] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.6125","0.4375","500","1000000","wizsmm","c36796a5-07e7-466d-bd20-6f8a29c43045"
"facebook","🇧🇷 Facebook Post Reactions [HaHa😂] [Max: 500] [Refill: 15D] [Start Time: 0 - 2 Hrs] [Speed: 500/D]","5.25","3.75","25","3000","wizsmm","c41f41a9-c06d-4648-ba36-29a68dedd260"
"facebook","🇺🇸 Facebook Comments [Random] [Max: 150] [Refill: 100 Days] [Start Time: 0 - 4 Hours] [Speed: 150/Day]","51.87","37.05","5","200","wizsmm","c6631b55-f9f9-4d5a-a997-50815fec5fce"
"facebook","Website Traffic From Facebook [WW] [Refill: No] [Max: 1M] [Start Time: 0 - 12 Hours] [Speed: 50K/Day] 💧","0.245","0.175","88","88888888","wizsmm","c81864d5-e985-4e85-bb7f-1c0d3d1ad073"
"facebook","🇨🇿Czech Republic Traffic from Facebook [No Refill] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.6125","0.4375","500","1000000","wizsmm","c93d6115-9992-47a2-9bc1-ef120450858d"
"facebook","🇮🇹 Facebook Post Reaction [Angry] [ITALY] [Max:500] [Refill: 30 Days] [Start Time: 0 - 6 Hour] [Speed:200/Day]","15.925","11.375","10","500","wizsmm","ca160f76-0d9a-4cb5-af74-0363374e34e6"
"facebook","🇰🇷 Facebook Post Reaction [WoW] [KOREA] [Max: 150] [Refill: 30 Days] [Start Time: 0 - 6 Hour] [Speed: 150/Day]","15.925","11.375","10","150","wizsmm","ca6ab088-cc1f-47f5-82f2-9b934e74e302"
"facebook","Social Signals [Facebook] [Max: 500K] [Start Time: 0 - 1 Hour] [Speed: 10K/Day]","1.82","1.3","1000","500000","wizsmm","cb407f84-a431-4915-8b4e-433a291ba1cd"
"facebook","🇰🇷South Korea Traffic from Facebook [Refill: No] [Max: 1M] [Start Time: 12 Hours] [Speed: 10K/Day]","0.245","0.175","88","88888888","wizsmm","cc4f722f-5469-400a-8763-548aa348bd9c"
"facebook","🇪🇬 Facebook EMOJI Post Likes [Love💖] [Refill: 30D] [Max: 20K] [Start Time: 0 - 1 Hr] [Speed: 3K/D] 🔥","1.6275","1.1625","100","1000","wizsmm","cdbaaeb3-dede-4b02-92d4-cb39f4744c12"
"facebook","🇹🇭 Facebook Post Likes 😡 [THAILAND] [Max: 500K] [Refill: 15D] [Start Time: 0-2 Hrs] [Speed: Up to 2K/D] 💧","1.5137","1.0812","100","1000000","wizsmm","cdca8cb7-870d-4315-acdb-905f57297bff"
"facebook","🇪🇬 Facebook Post Likes [EGYPT] [Refill: Lifetime] [Max: 1.5K] [Start Time: 0-24 Hours] [Speed: Up to 1K/Day]","2.625","1.875","250","200000","wizsmm","2c6800c6-8dd0-4f58-a5e8-75dece5c3a32"
"facebook","🇧🇷 Facebook Post Reactions  [LOVE❤️] [Max: 500] [Refill: 15D] [Start Time: 0 - 2 Hrs] [Speed: 500/D]","5.25","3.75","25","3000","wizsmm","2fa69c8f-04e3-4eb2-a0f0-87487b4081d0"
"facebook","Facebook Post Likes","0.5","0.2","100","500000","wizsmm","6fb33980-aab2-423b-b445-54f5d48068b0"
"facebook","Facebook Video Views [10 Mins] [Max: 1M] [Start Time: 0-1 Hr] [Speed: 1M/Day] 💧","2.73","1.95","500","10000000","wizsmm","039479dc-2e62-4934-9f5e-071c50864ca9"
"facebook","Facebook Live Stream Views [Max: 500K] [Stay: 240 Minutes] [Start Time: INSTANT]","8.68","6.2","10","500000","wizsmm","050f2865-4971-41e0-874c-336570ea0fce"
"facebook","Facebook Video Views [3 Seconds] [Refill: No] [Max: 100M] [Start Time: 0 - 1 Hour] [Speed: Up to 250K/Day]","0.2048","0.1463","500","1000000000","wizsmm","051c4621-c825-482c-85b2-f0e098433c8c"
"facebook","Facebook Post Likes [Refill: No] [Max: 50K] [Start Time: 0-2 Hours] [Speed: Up to 15K/Day]","1.4599","1.0428","40","850000","wizsmm","06d8fe80-d740-4a88-9640-dd475349e7eb"
"facebook","Facebook Page Followers [Refill: 30D] [Max: 300K] [Start Time: 0-3 Hrs] [Speed: 50K/D]","0.693","0.495","50","100000","wizsmm","071f0610-b2f3-4bea-bea0-23cb1828dfe7"
"facebook","Facebook Page Likes [Canada] [Max:1.5K] [Refill: 30 Days] [Start Time: 1-12 Hour] [Speed:150/Day]","18.0908","12.922","10","5000","wizsmm","0756b2e2-ae95-46a7-8c9b-88a9805f7b90"
"facebook","Facebook Live Stream Views [Max: 20K] [Stay: 120 Minutes] [Start Time: INSTANT]","11.2","8","10","50000","wizsmm","097ac0fe-54c5-47f3-9b60-becb37e5b8c6"
"facebook","Facebook Public Group Members [Max: 10K] [Refill: 30 Days] [Start Time: 0 - 12 Hours] [Speed: 1K/Day]","1.1375","0.8125","100","1000000","wizsmm","0cda380d-99bd-4627-b858-5573ff9e91a2"
"facebook","Facebook Post Likes [EMOTICONS] [LOVE ❤️ِ] [Refill: 30D] [Max: 100K] [Start Time: 0 - 1 H] [Speed: 500/D] 💧","0.6125","0.4375","10","5000000","wizsmm","0dd4fa5f-092d-4ee7-be4d-340c908f9177"
"facebook","Facebook Profile Followers [LQ] [Refill: 30D] [Max: 1M] [Start Time: 0 - 3 Hrs] [Speed: Up to 2K/D] 💧","0.63","0.45","100","100000","wizsmm","0df166aa-15f4-4ecf-b293-6014a6527323"
"facebook","Facebook Group Members [HQ] [Refill: 30D] [Max: 3K] [Start Time: 0-1 Hr] [Speed: 1K/Day]","21.413","15.295","1","10000","wizsmm","0df8cff5-7e63-4e0c-82cc-5236559b933d"
"facebook","Facebook Live Stream Views [180 minutes] [Speed: 1000 Per Minute] [Start Time: 0 - 5 Minutes] [Refill: Lifetime]","5.9573","4.2552","10","10000","wizsmm","1037c836-de71-4c98-bf30-21e77aa10737"
"facebook","Facebook Profile Followers [Refill: No] [Max: 50K] [Start Time: 0 - 1 Hr] [Speed: 10K/Day]","0.7","0.5","10","200000","wizsmm","12e03bd5-a4f1-4332-af7a-aeef94342494"
"facebook","Facebook Post Likes [EMOTICONS] [CARE 🥰] [Refill: 30 Days] [Max: 5K] [Start Time: 1 Hour] [Speed: INSTANT] ♻️","2.45","1.75","100","2000","wizsmm","1512f804-f2d4-4ae2-92bb-609b607154df"
"facebook","Facebook Live Stream Views [Max: 10K] [Stay: 120 Minutes] [Start Time: INSTANT]","4.2672","3.048","20","20000","wizsmm","15bc6996-9a1e-44a2-b046-bda3df0ea8c9"
"facebook","Facebook Post Likes [EMOTICONS] [HAHA 😀] [Refill: No] [Max: 10K] [Start Time: 0 - 1 Hr] [Speed: 5K/DAY] 🔥","1.5344","1.096","50","100000","wizsmm","1e3064b2-d11f-44b2-8bc8-20abd8722f14"
"facebook","Facebook Page Likes [Refill: 30D] [Max: 2M] [Start Time: 0 - 6 Hrs] [Speed: Up to 100K/Day]","0.9523","0.6802","100","100000","wizsmm","203d9017-6fad-4c68-a198-ecacb40f1061"
"facebook","Facebook Live Stream Views [Max: 10K] [Stay: 30 Minutes] [Start Time: INSTANT]","2.268","1.62","10","500","wizsmm","23710cff-2354-4883-86ab-36aa9599db5d"
"facebook","Facebook Post Likes [Refill: No] [Max: 20K] [Start Time: 0-1 Hour] [Speed: 10K/Day]","0.6836","0.4883","10","200000","wizsmm","27080f08-4295-46fa-8561-04635803cb8b"
"facebook","Facebook Live Stream Views [Max: 10K] [Stay: 210 Minutes] [Start Time: INSTANT]","0.735","0.525","50","30000","wizsmm","2931bf1c-c63e-48bc-81c6-4bdd1cbdae45"
"facebook","Facebook Page Followers [Refill: 90D] [Max: 300K] [Start Time: 0-3 Hrs] [Speed: Up to 100K/D] 💧","0.5197","0.3712","10","1000000","wizsmm","2964fd88-6528-483a-a368-76220f797913"
"facebook","Facebook Post Likes [EMOTICONS] [HAHA 😂] [Refill: 30D] [Max: 100K] [Start Time: 0 - 1 H] [Speed: 500/D] 💧","0.6125","0.4375","10","5000000","wizsmm","2e2f9c63-56c3-408d-abd1-4d8286302a7f"
"facebook","Facebook Post Reaction [HaHa] [Malaysia] [Max:1K] [Refill: 30 Days] [Start Time: 0 - 6 Hour] [Speed:200/Day]","18.0908","12.922","25","1000","wizsmm","3213d00d-74fe-4c64-b59f-85642c1c67af"
"facebook","Facebook LiveStream Views [420 Mins] [Max: 10K] [Start Time: 0-1 Hr]","14.7","10.5","20","20000","wizsmm","394c8af4-99d7-42b2-9be9-6c46d84a3a77"
"facebook","Facebook Live Stream Views [Max: 20K] [Stay: 12 Hrs] [Start Time: INSTANT]","67.2","48","10","50000","wizsmm","3da8bdbf-3ce6-490c-b0a9-22cf3bbde648"
"facebook","Facebook Post Likes [HaHa 😂] [Refill: NO] [Max: 100K] [Start Time: 0 - 1 H] [Speed: 10K/D] 💧⛔","0.3366","0.2404","10","100000","wizsmm","3e69c813-cae9-40c5-9813-38c18fa660d9"
"facebook","Facebook Post Likes [EMOTICONS] [RANDOM +👍❤️🥰😀😲] [Refill: No] [Max: 100K] [Start Time: 1 Hr] [Speed: 50K/DAY] 🔥","2.1","1.49","50","100000","wizsmm","3eb5fcd3-4721-463a-a85e-8d65f0e1fb1b"
"facebook","Facebook Video Views [3 Mins] [Max: 1M] [Start Time: 0-1 Hr] [Speed: 1M/Day] 💧","1.365","0.975","500","10000000","wizsmm","3e7ee5a9-caa3-49bb-8981-90a34a928485"
"facebook","Facebook Reels Views [Max: 1M] [Start Time: 0-1 Hr] [Speed: 5K/Day] 💧","0.2867","0.2048","100","20000000","wizsmm","42ac5f8a-e1b7-4bdf-be44-bec91c469e50"
"facebook","Facebook Video Views (3 seconds) [Max: 1M] [Refill: No] [Start Time: 0 - 1 Hour] [Speed: up to 200K/Day]","0.1638","0.117","500","1000000000","wizsmm","4348b1fc-74f1-4ae8-ad75-6ab1452c6791"
"facebook","🇮🇳 Facebook Post Likes [INDIA] [Refill: 30D] [Max: 1.5K] [Start Time: 0 - 3 Hrs] [Speed: Up to 1K/D] 💧","0.7508","0.5363","100","80000","wizsmm","435ec311-36f6-4e9f-9382-b6da44d1f98a"
"facebook","🇪🇺Facebook Page Likes [100K] [EUROPE] [LIFETIME GUARANTEED] [NEED ACCESS] [Start Time: 1 Hour] [Speed: 3K/Day] ♻️","210","150","250","100000","wizsmm","4c85c747-c96c-496b-84f6-1e81e7c29fef"
"facebook","Facebook Page Likes [FRENCH SPEAKING AFRICAN COUNTRIES] [NEED ACCESS] [Lifetime Guaranteed] [Max: 1M] [Start Time: 1 Hour] [Speed: 3K/Day] ♻️","82.32","58.8","1000","1000000","wizsmm","46e1abd7-2603-4464-810c-1571266fc104"
"facebook","Facebook All Videos Views [Max: 100M] [Start Time: 0-1 Hr] [Speed: 500K/D] ⛔️💧","0.0438","0.0313","500","10000000","wizsmm","48252fa5-5c31-4ecf-8b8d-d00b10314860"
"facebook","Facebook Page Likes [Refill: No] [Max: 200K] [Start Time: 0-1 Hour] [Speed: 5K/Day]","1.097","0.7836","100","100000","wizsmm","4827b68b-d62d-43fb-9b20-508e8f64ee49"
"facebook","Facebook Live Stream Views [Max: 500] [Stay: 20 Minutes] [Start Time: INSTANT]","16.772","11.98","20","500","wizsmm","486764f6-fc30-4a16-b9d8-edb01db81425"
"facebook","Facebook Custom Comments [Max: 100K] [Start Time: 0-1 Hr] [Speed: Up to 500/D] ⛔","9.765","6.975","10","10000000","wizsmm","4968bf82-cb57-4c0f-9314-442a4a021c33"
"facebook","Facebook Live Stream Views [Max: 2K] [Stay: 180 Minutes] [Start Time: INSTANT]","13.601","9.715","10","500","wizsmm","497be810-7b2d-4f9b-8c80-ee8eb405ae28"
"facebook","Facebook Post Likes [Max: 250K] [Refill: No] [Start Time: 0-1 Hours] [Speed: Speed: 1K/Day]","1.3836","0.9883","100","250000","wizsmm","49a2556f-b576-4e5b-a2e1-fffcdff1e648"
"facebook","Facebook Female Random Comments [Max: 250] [Start Time: 1 Hour] [Speed: INSTANT] 💧","61.25","43.75","10","250","wizsmm","32ef2b43-077f-44b6-b2a0-2716907a4b5d"
"facebook","Facebook Male Random Comments [Max: 250] [Start Time: 1 Hour] [Speed: INSTANT] 💧","61.25","43.75","10","250","wizsmm","0ce5a0c7-1054-428f-afba-89fd5326b494"
"facebook","🇮🇳Facebook Indian Random Comments [Max: 30] [Start Time: 1 Hour] [Speed: INSTANT] 💧","70","50","10","250","wizsmm","fb296d82-1294-44fa-b33b-1603379775c3"
"facebook","🇧🇷Facebook Comments [RANDOM] [BRAZIL] [Max: 250] [Start Time: 0-6 Hours] [Speed: INSTANT]","70","50","10","250","wizsmm","bb5bc777-edb3-4cc7-8494-3d1d4a584a3d"
"facebook","🇫🇷Facebook Comments [RANDOM] [FRANCE] [Max: 100] [Start Time: 0-6 Hours] [Speed: INSTANT]","70","50","10","250","wizsmm","e5657e15-1797-433a-9959-a9cf7acf7091"
"facebook","🇹🇭🇻🇳Facebook Comments [RANDOM] [THAILAND/VIETNAM MIX] [Max: 100] [Start Time: 0-6 Hours] [Speed: INSTANT]","70","50","10","250","wizsmm","d64a6448-6f73-45af-ab08-bce8aed7043d"
"facebook","Facebook Comments [RANDOM] [HISPANIC] [Max: 100] [Start Time: 0-6 Hours] [Speed: INSTANT]","70","50","10","250","wizsmm","e115f47a-c19f-41d3-a244-b9ee7cdd96c0"
"facebook","🇮🇩Facebook Comments [RANDOM] [INDONESIA] [Max: 100] [Start Time: 0-6 Hours] [Speed: INSTANT]","87.5","62.5","10","250","wizsmm","d8d84af2-e2c1-4e39-8465-e4aab5abb0f4"
"facebook","🇲🇽Facebook Comments [RANDOM] [MEXICO] [Max: 100] [Start Time: 0-6 Hours] [Speed: INSTANT]","87.5","62.5","10","250","wizsmm","44d13f8d-3d08-41f4-b622-3e448fac296d"
"facebook","Facebook Comments [RANDOM] [ARAB] [Max: 100] [Start Time: 0-6 Hours] [Speed: INSTANT]","87.5","62.5","10","250","wizsmm","6a396fcc-1307-4558-8b10-cb9bbe7e2529"
"facebook","Facebook Comments Like [Refill: No] [Max: 500] [Start Time: 0-1 Hour] [Speed: 500/Hour]","87.5","62.5","10","500","wizsmm","46baf089-ed00-4fa0-8fc2-b1eea7a34190"
"facebook","FACEBOOK POST SHARE [HQ] [Max: 1K] [Start Time: 0-6 Hours] [Speed: 1K/Day]","87.5","62.5","10","1000","wizsmm","8679bf86-8741-43ca-b8a3-39a3ea78cba7"
"facebook","Facebook Female Custom Comments [Max: 250] [Start Time: 1 Hour] [Speed: INSTANT]","96.25","68.75","10","250","wizsmm","80121a74-1100-45c2-982c-ad8d308bd568"
"facebook","Facebook Male Custom Comments [Max: 250] [Start Time: 1 Hour] [Speed: INSTANT]","96.25","68.75","10","250","wizsmm","7a070513-22a8-4113-9f14-4722714d3520"
"facebook","Facebook Post Likes [EMOTICONS] [CARE 🥰] [Refill: NO] [Max: 5K] [Start Time: 0 - 1 H] [Speed: 5K/D] 💧⛔","0.9275","0.6625","10","50000","wizsmm","4c90bfa7-84dd-4a52-b5b0-a76bf9d0dcb8"
"facebook","Facebook Post Shares [Max: 200K] [Refill: Lifetime] [Start Time: 0 - 6 Hours] [Speed: 25K/Day]","2.45","1.75","100","10000000","wizsmm","4d08cc86-0b85-4d78-b3e3-5fb86cff7511"
"facebook","Facebook Page &amp; Profile Followers [Refill: 365D] [Max: 50K] [Start Time: 0 - 6 Hrs] [Speed: Up to 3K/D] 💧","0.875","0.625","100","1000000","wizsmm","cb62a315-d101-4206-8424-43bd59843a1b"
"facebook","Facebook Live Stream Views [Max: 10K] [Stay: 120 Minutes] [Start Time: INSTANT]","11.69","8.35","10","30000","wizsmm","4ec622cc-038d-4545-a6bf-a10d3a79404b"
"facebook","Facebook Page Followers [Refill: 60D] [Max: 1M] [Start Time: 0-3 Hrs] [Speed: 500K/Day]","1.1375","0.8125","100","5000000","wizsmm","4ee3202b-72d1-4343-b0b9-31035c402e83"
"facebook","Facebook Page Followers [Refill: 30D] [Max: 10K] [Start Time: 0-3 Hrs] [Speed: 2K/D] 💧 ⛔️","1.75","1.25","10","100000","wizsmm","34bee7c3-e0e7-4ab5-9ee5-280db36ad151"
"facebook","Facebook Post Likes [EMOTICONS] [WOW 😲] [Refill: 30 Days] [Max: 5K] [Start Time: 1 Hour] [Speed: INSTANT] ♻️","2.45","1.75","100","2000","wizsmm","4f54d60c-7eba-461b-b700-994bdbeed429"
"facebook","Facebook Group Members [HQ] [Refill: No] [Max: 500K] [Start Time: 0 - 1 Hr] [Speed: Up to 10K/D]","0.791","0.565","10","100000","wizsmm","578f51c4-5851-46cb-bbe8-6fdd975bc450"
"facebook","FACEBOOK PACKAGE HQ [THAILAND/VIETNAM MIX] [50-100 likes][20-30 Emotions] [10 Share][15 Comments][100+ Post Reach]","1.75","1.25","1","1","wizsmm","19c91c54-a9b6-4a08-908a-7423fd0bc39e"
"facebook","FACEBOOK PACKAGE HQ [INDINESIA] [50-100 likes][20-30 Emotions] [10 Share][15 Comments][100+ Post Reach]","1.75","1.25","1","1","wizsmm","91213761-19de-45ea-ade6-41ece74b5e02"
"facebook","FACEBOOK PACKAGE HQ [MEXICO] [50-100 likes][20-30 Emotions] [10 Share][15 Comments][100+ Post Reach]","1.75","1.25","1","1","wizsmm","ba060fe1-607d-40a3-82b8-e42bdde801d2"
"facebook","FACEBOOK PACKAGE HQ [ARAB] [50-100 likes][20-30 Emotions] [10 Share][15 Comments][100+ Post Reach]","1.75","1.25","1","1","wizsmm","44248d7d-cd61-4db9-9f7a-f960bce1b6d0"
"facebook","FACEBOOK PACKAGE HQ [FEMALE] [100 likes] [50 Emotions] [10 Share] [20 Comments] [10 Comment Reply + Likes] 100+ Post Reach","7","5","1","1","wizsmm","fc4a0896-9522-41b2-ad98-57c0a829d6bc"
"facebook","Facebook Subscription [Speed: 1 Month] [Start Time: 0-4 Hours] [100 Followers/Page Likes + 100 Likes + 20-30 Comments + 20-30 Shares]","99.75","71.25","1","1","wizsmm","f326dbb2-f37b-4714-86ba-71cf22b6bbe4"
"facebook","Facebook Subscription [Speed: 15 Days] [Start Time: 0-4 Hours] [100 Followers/Page Likes + 100 Likes + 20-30 Comments + 20-30 Shares]","49.875","35.625","1","1","wizsmm","fa2c43db-9e42-45c0-8123-444bb9eb16aa"
"facebook","Facebook Live Stream Views [270 minutes] [Speed: 1000 Per Minute] [Start Time: 0 - 5 Minutes] [Refill: Lifetime]","8.9359","6.3828","10","10000","wizsmm","59b7d1b0-26f6-4051-96f6-d7de59227430"
"facebook","Facebook Live Stream Views [Max: 10K] [Stay: 300 Minutes] [Start Time: INSTANT]","15.75","11.25","50","3000","wizsmm","4c0ae333-3985-471f-a3c6-066eefe7a89a"
"facebook","Facebook Live Stream Views [Refill: No] [Max: 2K] [Start Time: INSTANT] [Stay: 150 Minutes] ⚡️⭐","87.5","62.5","50","15000","wizsmm","dfeee675-9a73-4ca2-b4c5-6444be26faaf"
"facebook","Facebook Live Stream Views [Refill: No] [Max: 2K] [Start Time: INSTANT] [Stay: 300 Minutes] ⚡️⭐","175","125","50","2000","wizsmm","73bf29a3-6fcc-47a4-a710-08fad1a910e0"
"facebook","Facebook Live Stream Views [Max: 20K] [Stay: 150 Minutes] [Start Time: INSTANT]","14","10","10","50000","wizsmm","2379c188-1232-44af-8317-f2373b2ec25a"
"facebook","Facebook Live Stream Views [90 Minutes] [Refill: No Refill] [Start Time: 0-5 Mins] [Speed: 10K/Hour]","5.25","3.75","20","10000","wizsmm","1c82840b-3477-4a7e-9ecc-22faccbc0206"
"facebook","Facebook Live Stream Views [120 Minutes] [Refill: No Refill] [Start Time: 0-5 Mins] [Speed: 10K/Hour]","7","5","20","10000","wizsmm","85d7d518-56af-4013-8664-4ccefd9eba34"
"facebook","Facebook Live Stream Views [150 Minutes] [Refill: No Refill] [Start Time: 0-5 Mins] [Speed: 10K/Hour]","8.75","6.25","20","10000","wizsmm","d612dc4a-b8fc-47f1-9fb5-75335dbe2f42"
"facebook","Facebook Live Stream Views [180 Minutes] [Refill: No Refill] [Start Time: 0-5 Mins] [Speed: 10K/Hour]","10.5","7.5","20","10000","wizsmm","c51f93b2-78fc-413c-aeec-adfe8c30a2da"
"facebook","Facebook Live Stream Views [210 Minutes] [Refill: No Refill] [Start Time: 0-5 Mins] [Speed: 10K/Hour]","12.25","8.75","20","10000","wizsmm","acd0910c-5e2b-496a-a867-cb29a29c0ada"
"facebook","Facebook Live Stream Views [240 Minutes] [Refill: No Refill] [Start Time: 0-5 Mins] [Speed: 10K/Hour]","14","10","20","10000","wizsmm","472e042a-29ff-4970-af26-1781845e1533"
"facebook","Facebook Live Stream Views [300 Minutes] [Refill: No Refill] [Start Time: 0-5 Mins] [Speed: 10K/Hour]","15.75","11.25","20","10000","wizsmm","a6350dfe-f101-4f3c-a934-a6fa4756053e"
"facebook","Facebook Live Stream Views [360 Minutes] [Refill: No Refill] [Start Time: 0-5 Mins] [Speed: 10K/Hour]","17.5","12.5","20","10000","wizsmm","3a8f1035-62f9-4099-b40a-d1db735244a4"
"facebook","🇯🇵 Facebook Page Likes - Japan - Non Drop - 200-300/Day | 30 Days Refill","21.7","15.5","50","10000","wizsmm","005a64f4-f758-4251-9ede-d2246005d3ec"
"facebook","Facebook Live Stream Views [480 Minutes] [Refill: No Refill] [Start Time: 0-5 Mins] [Speed: 10K/Hour]","24.5","17.5","50","10000","wizsmm","747785ce-38a9-4ce5-98f1-f8361832a17c"
